Comparison,OccNet chamfer-L1,OccNet chamfer-L2,OccNet normal consistency,OccNet f-scores,DeepSDF chamfer,VIoU,Dice
110,0.0036,0.0000,0.9703,0.9981,0.0000,0.9711,0.9853
111,0.0032,0.0000,0.9695,0.9990,0.0000,0.9606,0.9799
112,0.0038,0.0000,0.9683,0.9973,0.0000,0.9453,0.9719
113,0.0042,0.0001,0.9696,0.9946,0.0002,0.9617,0.9805
114,0.0036,0.0000,0.9695,0.9938,0.0000,0.9620,0.9806
115,0.0039,0.0000,0.9697,0.9965,0.0000,0.9639,0.9816
116,0.0037,0.0000,0.9726,0.9998,0.0001,0.9666,0.9830
117,0.0038,0.0000,0.9689,0.9944,0.0001,0.9547,0.9768
118,0.0037,0.0000,0.9700,0.9965,0.0000,0.9514,0.9751
119,0.0040,0.0002,0.9691,0.9976,0.0005,0.9653,0.9823
120,0.0040,0.0000,0.9688,0.9930,0.0001,0.9413,0.9697
121,0.0033,0.0000,0.9672,0.9972,0.0000,0.9609,0.9801
122,0.0042,0.0001,0.9665,0.9931,0.0002,0.9444,0.9714
123,0.0036,0.0000,0.9699,0.9964,0.0000,0.9596,0.9794
124,0.0033,0.0000,0.9710,0.9994,0.0000,0.9496,0.9741
125,0.0037,0.0000,0.9711,0.9941,0.0001,0.9543,0.9766
126,0.0039,0.0002,0.9720,0.9956,0.0005,0.9613,0.9803
127,0.0040,0.0001,0.9654,0.9892,0.0001,0.9571,0.9781
128,0.0039,0.0000,0.9676,0.9941,0.0000,0.9579,0.9785
129,0.0042,0.0002,0.9715,0.9958,0.0005,0.9581,0.9786
130,0.0042,0.0003,0.9717,0.9963,0.0006,0.9603,0.9797
131,0.0037,0.0000,0.9720,0.9975,0.0001,0.9607,0.9800
132,0.0035,0.0001,0.9657,0.9979,0.0003,0.9661,0.9828
133,0.0033,0.0000,0.9699,0.9962,0.0000,0.9620,0.9806
134,0.0041,0.0001,0.9693,0.9977,0.0003,0.9582,0.9787
135,0.0038,0.0000,0.9655,0.9915,0.0001,0.9588,0.9790
136,0.0037,0.0000,0.9732,0.9976,0.0000,0.9589,0.9790
137,0.0042,0.0002,0.9684,0.9951,0.0005,0.9635,0.9814
138,0.0040,0.0001,0.9686,0.9928,0.0001,0.9550,0.9770
139,0.0041,0.0000,0.9629,0.9961,0.0001,0.9406,0.9694
140,0.0052,0.0005,0.9646,0.9876,0.0009,0.9587,0.9789
141,0.0039,0.0000,0.9706,0.9964,0.0000,0.9546,0.9768
142,0.0041,0.0002,0.9660,0.9866,0.0004,0.9607,0.9800
143,0.0047,0.0003,0.9705,0.9897,0.0007,0.9347,0.9663
144,0.0037,0.0000,0.9682,0.9968,0.0000,0.9523,0.9756
145,0.0043,0.0002,0.9697,0.9961,0.0004,0.9583,0.9787
146,0.0034,0.0000,0.9687,0.9927,0.0001,0.9572,0.9781
147,0.0039,0.0000,0.9720,0.9981,0.0000,0.9634,0.9814
148,0.0032,0.0000,0.9707,0.9990,0.0000,0.9618,0.9806
149,0.0038,0.0001,0.9620,0.9773,0.0002,0.9435,0.9710
150,0.0036,0.0000,0.9697,0.9956,0.0000,0.9557,0.9773
151,0.0037,0.0000,0.9693,0.9979,0.0001,0.9570,0.9780
152,0.0040,0.0000,0.9705,0.9973,0.0000,0.9608,0.9800
153,0.0033,0.0000,0.9671,0.9956,0.0000,0.9569,0.9780
154,0.0036,0.0000,0.9628,0.9951,0.0000,0.9580,0.9785
155,0.0043,0.0002,0.9705,0.9961,0.0005,0.9697,0.9846
156,0.0044,0.0003,0.9653,0.9945,0.0005,0.9559,0.9774
157,0.0041,0.0001,0.9633,0.9919,0.0002,0.9614,0.9803
158,0.0046,0.0005,0.9663,0.9941,0.0009,0.9534,0.9761
159,0.0039,0.0001,0.9698,0.9957,0.0002,0.9711,0.9854
160,0.0039,0.0002,0.9643,0.9895,0.0005,0.9596,0.9794
161,0.0039,0.0000,0.9718,0.9986,0.0000,0.9560,0.9775
162,0.0041,0.0001,0.9691,0.9971,0.0002,0.9559,0.9774
163,0.0036,0.0000,0.9688,0.9952,0.0000,0.9585,0.9788
164,0.0039,0.0000,0.9699,0.9929,0.0001,0.9580,0.9786
165,0.0037,0.0001,0.9693,0.9991,0.0001,0.9578,0.9785
166,0.0041,0.0001,0.9696,0.9971,0.0003,0.9528,0.9759
167,0.0038,0.0000,0.9691,0.9969,0.0000,0.9567,0.9779
168,0.0039,0.0000,0.9692,0.9891,0.0001,0.9450,0.9717
169,0.0036,0.0000,0.9683,0.9966,0.0001,0.9615,0.9804
170,0.0038,0.0000,0.9705,0.9982,0.0000,0.9627,0.9810
171,0.0036,0.0000,0.9692,0.9931,0.0001,0.9578,0.9784
172,0.0034,0.0000,0.9624,0.9935,0.0000,0.9571,0.9781
173,0.0038,0.0000,0.9685,0.9964,0.0000,0.9496,0.9742
174,0.0049,0.0005,0.9651,0.9937,0.0009,0.9638,0.9816
175,0.0038,0.0000,0.9672,0.9951,0.0001,0.9583,0.9787
176,0.0038,0.0000,0.9702,0.9957,0.0001,0.9584,0.9788
177,0.0043,0.0002,0.9698,0.9919,0.0003,0.9602,0.9797
178,0.0032,0.0000,0.9624,0.9891,0.0001,0.9531,0.9760
179,0.0038,0.0000,0.9673,0.9965,0.0000,0.9516,0.9752
180,0.0042,0.0002,0.9677,0.9925,0.0003,0.9573,0.9782
181,0.0036,0.0000,0.9698,0.9974,0.0001,0.9640,0.9817
182,0.0041,0.0003,0.9687,0.9963,0.0007,0.9621,0.9807
183,0.0039,0.0000,0.9707,0.9966,0.0000,0.9540,0.9764
184,0.0035,0.0000,0.9670,0.9980,0.0000,0.9546,0.9768
185,0.0041,0.0001,0.9687,0.9931,0.0001,0.9617,0.9805
186,0.0037,0.0000,0.9698,0.9995,0.0000,0.9553,0.9771
187,0.0043,0.0002,0.9677,0.9931,0.0004,0.9613,0.9803
188,0.0036,0.0000,0.9671,0.9932,0.0000,0.9609,0.9801
189,0.0036,0.0000,0.9684,0.9889,0.0001,0.9529,0.9759
190,0.0039,0.0000,0.9694,0.9958,0.0000,0.9588,0.9789
191,0.0033,0.0000,0.9725,0.9990,0.0000,0.9642,0.9818
192,0.0036,0.0000,0.9666,0.9906,0.0001,0.9442,0.9713
193,0.0039,0.0000,0.9706,0.9966,0.0000,0.9554,0.9772
194,0.0036,0.0000,0.9651,0.9978,0.0000,0.9553,0.9772
195,0.0039,0.0000,0.9685,0.9949,0.0001,0.9429,0.9706
196,0.0041,0.0001,0.9674,0.9967,0.0002,0.9595,0.9793
197,0.0042,0.0002,0.9688,0.9919,0.0003,0.9612,0.9802
198,0.0036,0.0000,0.9719,0.9980,0.0000,0.9591,0.9791
199,0.0040,0.0000,0.9687,0.9946,0.0000,0.9687,0.9841
200,0.0040,0.0000,0.9689,0.9965,0.0001,0.9514,0.9751
201,0.0049,0.0004,0.9714,0.9952,0.0008,0.9482,0.9734
202,0.0042,0.0001,0.9705,0.9876,0.0001,0.9629,0.9811
203,0.0041,0.0000,0.9716,0.9943,0.0001,0.9577,0.9784
