Comparison,OccNet chamfer-L1,OccNet chamfer-L2,OccNet normal consistency,OccNet f-scores,DeepSDF chamfer,VIoU,Dice
56,0.0301,0.0053,0.8586,0.7431,0.0107,0.8829,0.9378
57,0.0309,0.0052,0.8412,0.7378,0.0104,0.8794,0.9358
58,0.0287,0.0054,0.8547,0.7422,0.0108,0.8869,0.9401
59,0.0263,0.0057,0.8724,0.8070,0.0114,0.9019,0.9484
60,0.0196,0.0026,0.8600,0.8140,0.0052,0.9171,0.9567
61,0.0277,0.0047,0.8692,0.7590,0.0095,0.8912,0.9425
62,0.0233,0.0041,0.8686,0.8029,0.0082,0.9012,0.9480
63,0.0189,0.0029,0.8831,0.8374,0.0057,0.9071,0.9513
64,0.0193,0.0029,0.8849,0.8350,0.0059,0.9040,0.9496
65,0.0268,0.0042,0.8621,0.7701,0.0084,0.8727,0.9320
66,0.0255,0.0047,0.8762,0.8024,0.0095,0.9014,0.9482
67,0.0189,0.0032,0.8932,0.8552,0.0063,0.9186,0.9576
68,0.0243,0.0053,0.8747,0.8130,0.0106,0.9104,0.9531
69,0.0268,0.0043,0.8604,0.7415,0.0087,0.8784,0.9353
70,0.0179,0.0031,0.8921,0.8614,0.0063,0.9066,0.9510
71,0.0243,0.0042,0.8726,0.7930,0.0084,0.8978,0.9462
72,0.0173,0.0031,0.8913,0.8785,0.0062,0.8923,0.9431
73,0.0287,0.0066,0.8717,0.7927,0.0133,0.9061,0.9507
74,0.0320,0.0068,0.8653,0.7694,0.0137,0.8929,0.9434
75,0.0259,0.0043,0.8454,0.7693,0.0085,0.9003,0.9475
76,0.0299,0.0071,0.8773,0.8021,0.0142,0.8873,0.9403
77,0.0224,0.0040,0.8748,0.8089,0.0079,0.8844,0.9387
78,0.0296,0.0068,0.8847,0.8033,0.0135,0.8968,0.9456
79,0.0383,0.0096,0.8639,0.7521,0.0191,0.8797,0.9360
80,0.0250,0.0054,0.8822,0.8136,0.0109,0.8972,0.9458
81,0.0232,0.0049,0.8881,0.8399,0.0099,0.9031,0.9491
82,0.0273,0.0042,0.8526,0.7212,0.0084,0.8697,0.9303
83,0.0308,0.0060,0.8625,0.7559,0.0120,0.8917,0.9428
84,0.0169,0.0019,0.8793,0.8386,0.0039,0.9087,0.9522
85,0.0277,0.0056,0.8790,0.7914,0.0112,0.8929,0.9434
86,0.0228,0.0038,0.8707,0.8016,0.0076,0.8925,0.9432
87,0.0321,0.0065,0.8564,0.7548,0.0130,0.9118,0.9539
88,0.0260,0.0044,0.8652,0.7763,0.0088,0.8980,0.9462
89,0.0178,0.0018,0.8738,0.8235,0.0036,0.9103,0.9531
90,0.0210,0.0034,0.8656,0.8265,0.0069,0.9151,0.9557
91,0.0239,0.0044,0.8758,0.7912,0.0087,0.8815,0.9370
92,0.0298,0.0057,0.8650,0.7397,0.0114,0.8841,0.9385
93,0.0278,0.0054,0.8744,0.7510,0.0109,0.8632,0.9266
94,0.0218,0.0034,0.8794,0.8042,0.0067,0.8925,0.9432
95,0.0280,0.0057,0.8611,0.7628,0.0114,0.8955,0.9449
96,0.0308,0.0069,0.8639,0.7629,0.0138,0.8801,0.9362
97,0.0251,0.0036,0.8536,0.7761,0.0071,0.9157,0.9560
98,0.0300,0.0062,0.8728,0.7684,0.0124,0.8335,0.9092
99,0.0327,0.0058,0.8625,0.7255,0.0116,0.8735,0.9325
100,0.0314,0.0060,0.8588,0.7374,0.0119,0.8998,0.9473
101,0.0212,0.0038,0.8866,0.8271,0.0075,0.8917,0.9427
102,0.0252,0.0039,0.8626,0.7544,0.0078,0.9022,0.9486
103,0.0250,0.0064,0.8897,0.8491,0.0127,0.9166,0.9565
104,0.0220,0.0029,0.8626,0.7809,0.0058,0.8835,0.9381
105,0.0296,0.0051,0.8649,0.7347,0.0102,0.8691,0.9300
106,0.0236,0.0049,0.8799,0.8196,0.0098,0.9045,0.9499
107,0.0280,0.0048,0.8526,0.7697,0.0096,0.9011,0.9480
108,0.0324,0.0059,0.8530,0.7275,0.0118,0.8840,0.9384
109,0.0239,0.0045,0.8784,0.8150,0.0090,0.8780,0.9351
110,0.0273,0.0041,0.8361,0.7459,0.0081,0.9016,0.9482
111,0.0279,0.0060,0.8827,0.7964,0.0119,0.8885,0.9410
112,0.0223,0.0049,0.8873,0.8483,0.0097,0.8994,0.9470
113,0.0263,0.0039,0.8543,0.7505,0.0078,0.8895,0.9415
114,0.0285,0.0061,0.8505,0.7783,0.0123,0.8885,0.9409
115,0.0298,0.0041,0.8380,0.6884,0.0083,0.8624,0.9261
116,0.0329,0.0061,0.8592,0.7281,0.0122,0.8901,0.9418
117,0.0225,0.0037,0.8795,0.8016,0.0073,0.8994,0.9470
118,0.0226,0.0051,0.8814,0.8563,0.0103,0.9140,0.9551
119,0.0261,0.0038,0.8583,0.7598,0.0077,0.8990,0.9468
120,0.0202,0.0034,0.8856,0.8345,0.0068,0.9000,0.9474
121,0.0264,0.0051,0.8671,0.7897,0.0101,0.8981,0.9463
122,0.0228,0.0036,0.8777,0.7893,0.0073,0.8692,0.9300
123,0.0310,0.0061,0.8703,0.7393,0.0121,0.8441,0.9155
124,0.0130,0.0013,0.8988,0.8602,0.0027,0.9076,0.9516
125,0.0195,0.0035,0.8816,0.8370,0.0071,0.8964,0.9454
126,0.0257,0.0045,0.8707,0.7625,0.0090,0.8833,0.9381
127,0.0251,0.0052,0.8831,0.7932,0.0103,0.8993,0.9470
128,0.0256,0.0042,0.8594,0.7739,0.0085,0.8964,0.9454
129,0.0289,0.0053,0.8593,0.7702,0.0106,0.8782,0.9351
130,0.0319,0.0062,0.8543,0.7370,0.0124,0.8971,0.9458
131,0.0217,0.0034,0.8707,0.8025,0.0068,0.8879,0.9406
132,0.0198,0.0026,0.8569,0.7862,0.0051,0.8988,0.9467
133,0.0157,0.0015,0.8869,0.8331,0.0030,0.9061,0.9507
134,0.0240,0.0054,0.8798,0.8207,0.0109,0.9127,0.9544
135,0.0254,0.0045,0.8715,0.7898,0.0090,0.9011,0.9480
136,0.0268,0.0052,0.8732,0.7889,0.0104,0.8996,0.9471
137,0.0374,0.0082,0.8523,0.7230,0.0165,0.8943,0.9442
138,0.0232,0.0035,0.8729,0.7938,0.0070,0.9070,0.9512
139,0.0151,0.0016,0.8654,0.8427,0.0031,0.9050,0.9501
140,0.0207,0.0029,0.8758,0.8162,0.0059,0.9065,0.9509
141,0.0252,0.0042,0.8724,0.7687,0.0084,0.8903,0.9420
142,0.0279,0.0050,0.8548,0.7441,0.0100,0.8679,0.9293
143,0.0328,0.0077,0.8788,0.7484,0.0154,0.8606,0.9251
144,0.0209,0.0039,0.8787,0.8359,0.0078,0.8880,0.9407
145,0.0305,0.0070,0.8710,0.7642,0.0141,0.8648,0.9275
