Comparison,OccNet chamfer-L1,OccNet chamfer-L2,OccNet normal consistency,OccNet f-scores,DeepSDF chamfer,VIoU,Dice
385,0.0073,0.0005,0.6333,0.9060,0.0010,0.9166,0.9565
386,0.0060,0.0002,0.6332,0.9142,0.0003,0.9226,0.9597
387,0.0065,0.0001,0.5865,0.8466,0.0002,0.9324,0.9650
388,0.0054,0.0001,0.6120,0.8923,0.0001,0.9103,0.9530
389,0.0065,0.0001,0.6020,0.8634,0.0002,0.9131,0.9546
390,0.0056,0.0001,0.6203,0.8946,0.0001,0.9108,0.9533
391,0.0065,0.0001,0.5829,0.8431,0.0002,0.9213,0.9590
392,0.0056,0.0001,0.6149,0.8992,0.0001,0.9348,0.9663
393,0.0059,0.0001,0.5964,0.8711,0.0001,0.9212,0.9590
394,0.0057,0.0001,0.6191,0.8905,0.0002,0.9112,0.9535
395,0.0052,0.0000,0.6238,0.9080,0.0001,0.9341,0.9659
396,0.0055,0.0001,0.6120,0.8914,0.0001,0.9236,0.9603
397,0.0051,0.0000,0.6338,0.9147,0.0001,0.9209,0.9588
398,0.0066,0.0002,0.6313,0.8809,0.0003,0.9094,0.9526
399,0.0059,0.0001,0.6090,0.8797,0.0002,0.9050,0.9501
400,0.0062,0.0001,0.5958,0.8626,0.0002,0.9192,0.9579
401,0.0058,0.0001,0.6093,0.8945,0.0001,0.9263,0.9617
402,0.0060,0.0001,0.6207,0.8946,0.0002,0.9203,0.9585
403,0.0060,0.0001,0.5995,0.8732,0.0002,0.9171,0.9568
404,0.0063,0.0001,0.6025,0.8729,0.0002,0.9335,0.9656
405,0.0054,0.0001,0.6119,0.8994,0.0001,0.9208,0.9588
406,0.0063,0.0001,0.5974,0.8674,0.0002,0.9281,0.9627
407,0.0060,0.0001,0.6032,0.8771,0.0001,0.9137,0.9549
408,0.0071,0.0002,0.5876,0.8458,0.0004,0.9141,0.9551
409,0.0062,0.0001,0.6067,0.8597,0.0002,0.9091,0.9524
410,0.0052,0.0000,0.6152,0.9116,0.0001,0.9359,0.9669
411,0.0049,0.0000,0.6149,0.9195,0.0001,0.9171,0.9567
412,0.0053,0.0001,0.6276,0.9081,0.0001,0.9231,0.9600
413,0.0056,0.0001,0.6136,0.8850,0.0001,0.9268,0.9620
414,0.0066,0.0001,0.5962,0.8482,0.0002,0.9235,0.9602
415,0.0067,0.0002,0.6324,0.9020,0.0005,0.9238,0.9604
416,0.0075,0.0003,0.6040,0.8642,0.0007,0.9221,0.9595
417,0.0069,0.0001,0.5959,0.8381,0.0002,0.9320,0.9648
418,0.0052,0.0001,0.6329,0.9137,0.0001,0.9247,0.9609
419,0.0066,0.0001,0.5871,0.8421,0.0002,0.9253,0.9612
420,0.0055,0.0001,0.6139,0.8926,0.0001,0.9148,0.9555
421,0.0064,0.0001,0.5957,0.8549,0.0002,0.9300,0.9637
422,0.0058,0.0001,0.6022,0.8791,0.0001,0.9136,0.9549
423,0.0061,0.0001,0.6058,0.8784,0.0002,0.9054,0.9504
424,0.0053,0.0001,0.6241,0.9093,0.0001,0.9271,0.9622
425,0.0060,0.0001,0.6007,0.8696,0.0001,0.9131,0.9546
426,0.0059,0.0001,0.6066,0.8796,0.0001,0.9205,0.9586
427,0.0054,0.0001,0.6128,0.8981,0.0001,0.9296,0.9635
428,0.0055,0.0001,0.6026,0.8988,0.0001,0.9312,0.9644
429,0.0062,0.0001,0.5942,0.8616,0.0002,0.9077,0.9516
430,0.0071,0.0001,0.5835,0.8213,0.0002,0.9056,0.9504
431,0.0059,0.0001,0.6106,0.8876,0.0001,0.9261,0.9616
432,0.0060,0.0001,0.6074,0.8759,0.0002,0.9427,0.9705
433,0.0065,0.0001,0.6047,0.8671,0.0003,0.9181,0.9573
434,0.0056,0.0001,0.6237,0.9008,0.0001,0.9324,0.9650
435,0.0057,0.0001,0.6107,0.9050,0.0002,0.9224,0.9597
436,0.0063,0.0001,0.5976,0.8557,0.0002,0.9174,0.9569
437,0.0066,0.0001,0.5980,0.8565,0.0002,0.9265,0.9619
438,0.0050,0.0001,0.6348,0.9228,0.0001,0.9256,0.9614
439,0.0061,0.0001,0.6036,0.8716,0.0002,0.9215,0.9591
440,0.0046,0.0000,0.6333,0.9323,0.0001,0.8966,0.9455
441,0.0064,0.0001,0.6024,0.8585,0.0002,0.9210,0.9589
442,0.0057,0.0001,0.6063,0.8853,0.0001,0.9280,0.9627
443,0.0052,0.0000,0.6235,0.9052,0.0001,0.9342,0.9660
444,0.0054,0.0002,0.6481,0.9292,0.0003,0.9171,0.9567
445,0.0064,0.0001,0.5915,0.8576,0.0002,0.9250,0.9611
446,0.0129,0.0015,0.6528,0.8873,0.0031,0.9143,0.9552
447,0.0055,0.0001,0.6077,0.9006,0.0001,0.9244,0.9607
448,0.0058,0.0001,0.6054,0.8795,0.0001,0.9252,0.9611
449,0.0062,0.0001,0.5999,0.8539,0.0002,0.9170,0.9567
450,0.0053,0.0000,0.6147,0.9060,0.0001,0.9325,0.9651
451,0.0060,0.0001,0.6008,0.8732,0.0001,0.9237,0.9603
