Comparison,OccNet chamfer-L1,OccNet chamfer-L2,OccNet normal consistency,OccNet f-scores,DeepSDF chamfer,VIoU,Dice
96,0.0038,0.0000,0.9746,0.9883,0.0000,0.9500,0.9743
97,0.0046,0.0000,0.9654,0.9601,0.0001,0.9531,0.9760
98,0.0044,0.0000,0.9672,0.9729,0.0001,0.9435,0.9709
99,0.0042,0.0000,0.9688,0.9761,0.0000,0.9561,0.9775
100,0.0040,0.0000,0.9755,0.9822,0.0001,0.9628,0.9811
101,0.0037,0.0000,0.9721,0.9858,0.0000,0.9462,0.9723
102,0.0043,0.0000,0.9721,0.9657,0.0001,0.9592,0.9792
103,0.0045,0.0000,0.9637,0.9696,0.0001,0.9431,0.9707
104,0.0058,0.0001,0.9336,0.9028,0.0002,0.9349,0.9664
105,0.0037,0.0000,0.9739,0.9760,0.0000,0.9651,0.9822
106,0.0038,0.0000,0.9629,0.9786,0.0000,0.9526,0.9757
107,0.0044,0.0000,0.9612,0.9597,0.0001,0.9578,0.9785
108,0.0056,0.0001,0.9657,0.9394,0.0002,0.9505,0.9746
109,0.0041,0.0000,0.9590,0.9663,0.0000,0.9468,0.9727
110,0.0047,0.0000,0.9696,0.9591,0.0001,0.9578,0.9784
111,0.0039,0.0000,0.9673,0.9771,0.0000,0.9487,0.9737
112,0.0041,0.0000,0.9649,0.9812,0.0000,0.9400,0.9691
113,0.0041,0.0000,0.9764,0.9791,0.0000,0.9570,0.9780
114,0.0045,0.0001,0.9608,0.9423,0.0001,0.9513,0.9750
115,0.0050,0.0001,0.9603,0.9482,0.0002,0.9576,0.9783
116,0.0042,0.0000,0.9740,0.9806,0.0000,0.9593,0.9792
117,0.0041,0.0000,0.9621,0.9644,0.0001,0.9484,0.9735
118,0.0038,0.0000,0.9739,0.9873,0.0000,0.9482,0.9734
119,0.0039,0.0000,0.9709,0.9836,0.0000,0.9594,0.9793
120,0.0040,0.0000,0.9721,0.9860,0.0000,0.9383,0.9682
121,0.0042,0.0000,0.9611,0.9549,0.0001,0.9504,0.9746
122,0.0044,0.0000,0.9507,0.9595,0.0001,0.9394,0.9688
123,0.0042,0.0000,0.9701,0.9781,0.0001,0.9504,0.9746
124,0.0030,0.0000,0.9723,0.9885,0.0000,0.9570,0.9780
125,0.0041,0.0000,0.9582,0.9597,0.0001,0.9439,0.9711
126,0.0041,0.0000,0.9652,0.9764,0.0000,0.9485,0.9736
127,0.0041,0.0000,0.9592,0.9695,0.0001,0.9507,0.9747
128,0.0045,0.0001,0.9642,0.9578,0.0001,0.9536,0.9762
129,0.0044,0.0000,0.9590,0.9595,0.0001,0.9479,0.9732
130,0.0039,0.0000,0.9725,0.9789,0.0001,0.9608,0.9800
131,0.0041,0.0000,0.9700,0.9768,0.0000,0.9518,0.9753
132,0.0046,0.0001,0.9556,0.9544,0.0001,0.9475,0.9730
133,0.0038,0.0000,0.9675,0.9758,0.0001,0.9537,0.9763
134,0.0044,0.0000,0.9646,0.9612,0.0001,0.9529,0.9759
135,0.0041,0.0000,0.9721,0.9779,0.0001,0.9514,0.9751
136,0.0044,0.0000,0.9622,0.9653,0.0001,0.9493,0.9740
137,0.0043,0.0000,0.9697,0.9657,0.0001,0.9556,0.9773
138,0.0038,0.0000,0.9735,0.9788,0.0000,0.9570,0.9780
139,0.0046,0.0000,0.9481,0.9383,0.0001,0.9445,0.9715
140,0.0045,0.0000,0.9680,0.9623,0.0001,0.9501,0.9744
141,0.0043,0.0000,0.9582,0.9637,0.0001,0.9522,0.9755
142,0.0037,0.0000,0.9681,0.9816,0.0000,0.9552,0.9771
143,0.0037,0.0000,0.9725,0.9871,0.0000,0.9497,0.9742
144,0.0043,0.0000,0.9559,0.9577,0.0001,0.9413,0.9698
145,0.0040,0.0000,0.9697,0.9755,0.0001,0.9581,0.9786
146,0.0037,0.0000,0.9656,0.9649,0.0001,0.9517,0.9753
147,0.0048,0.0001,0.9635,0.9597,0.0001,0.9568,0.9779
148,0.0038,0.0000,0.9681,0.9726,0.0000,0.9549,0.9770
149,0.0032,0.0000,0.9615,0.9845,0.0000,0.9428,0.9705
150,0.0038,0.0000,0.9640,0.9742,0.0001,0.9523,0.9755
151,0.0040,0.0000,0.9663,0.9699,0.0001,0.9533,0.9761
152,0.0042,0.0000,0.9731,0.9854,0.0001,0.9601,0.9797
153,0.0041,0.0001,0.9580,0.9674,0.0001,0.9487,0.9737
154,0.0046,0.0001,0.9557,0.9455,0.0001,0.9463,0.9724
155,0.0045,0.0000,0.9715,0.9677,0.0001,0.9585,0.9788
156,0.0046,0.0000,0.9536,0.9415,0.0001,0.9420,0.9701
157,0.0046,0.0000,0.9594,0.9386,0.0001,0.9495,0.9741
158,0.0046,0.0001,0.9641,0.9777,0.0001,0.9389,0.9685
159,0.0043,0.0000,0.9712,0.9628,0.0001,0.9671,0.9833
160,0.0039,0.0000,0.9665,0.9815,0.0001,0.9521,0.9755
161,0.0054,0.0001,0.9605,0.9468,0.0002,0.9434,0.9709
162,0.0046,0.0000,0.9660,0.9598,0.0001,0.9510,0.9749
163,0.0038,0.0000,0.9692,0.9751,0.0001,0.9550,0.9770
164,0.0039,0.0000,0.9674,0.9771,0.0000,0.9548,0.9769
165,0.0041,0.0000,0.9668,0.9769,0.0001,0.9508,0.9748
166,0.0044,0.0000,0.9630,0.9620,0.0001,0.9438,0.9711
167,0.0036,0.0000,0.9706,0.9796,0.0000,0.9600,0.9796
168,0.0037,0.0000,0.9738,0.9893,0.0000,0.9439,0.9712
169,0.0044,0.0000,0.9549,0.9584,0.0001,0.9475,0.9731
170,0.0040,0.0000,0.9761,0.9688,0.0000,0.9599,0.9795
171,0.0043,0.0000,0.9658,0.9457,0.0001,0.9503,0.9745
172,0.0040,0.0000,0.9577,0.9640,0.0001,0.9479,0.9732
173,0.0043,0.0000,0.9600,0.9491,0.0001,0.9435,0.9709
174,0.0042,0.0000,0.9642,0.9553,0.0001,0.9592,0.9792
175,0.0043,0.0000,0.9686,0.9708,0.0001,0.9513,0.9751
176,0.0039,0.0000,0.9737,0.9795,0.0000,0.9553,0.9772
177,0.0043,0.0000,0.9645,0.9622,0.0001,0.9528,0.9758
178,0.0034,0.0000,0.9586,0.9796,0.0000,0.9488,0.9737
179,0.0044,0.0000,0.9598,0.9675,0.0001,0.9448,0.9716
180,0.0038,0.0000,0.9737,0.9808,0.0000,0.9565,0.9778
181,0.0042,0.0000,0.9708,0.9622,0.0001,0.9530,0.9759
182,0.0045,0.0000,0.9610,0.9597,0.0001,0.9437,0.9710
183,0.0036,0.0000,0.9791,0.9925,0.0000,0.9599,0.9796
184,0.0046,0.0000,0.9465,0.9424,0.0001,0.9355,0.9667
185,0.0058,0.0001,0.9296,0.9037,0.0002,0.9347,0.9663
186,0.0038,0.0000,0.9645,0.9762,0.0000,0.9553,0.9771
187,0.0048,0.0001,0.9603,0.9417,0.0001,0.9472,0.9729
188,0.0040,0.0000,0.9596,0.9603,0.0001,0.9538,0.9763
189,0.0042,0.0000,0.9683,0.9745,0.0001,0.9446,0.9715
